-5, 1, 0, 1
-4.98438, 1, 0, 1
-4.96875, 1, 0, 1
-4.95312, 1, 0, 1
-4.9375, 1, 0, 1
-4.92188, 1, 0, 1
-4.90625, 1, 0, 1
-4.89062, 1, 0, 1
-4.875, 1, 0, 1
-4.85938, 1, 0, 1
-4.84375, 1, 0, 1
-4.82812, 1, 0, 1
-4.8125, 1, 0, 1
-4.79688, 1, 0, 1
-4.78125, 1, 0, 1
-4.76562, 1, 0, 1
-4.75, 1, 0, 1
-4.73438, 1, 0, 1
-4.71875, 1, 0, 1
-4.70312, 1, 0, 1
-4.6875, 1, 0, 1
-4.67188, 1, 0, 1
-4.65625, 1, 0, 1
-4.64062, 1, 0, 1
-4.625, 1, 0, 1
-4.60938, 1, 0, 1
-4.59375, 1, 0, 1
-4.57812, 1, 0, 1
-4.5625, 1, 0, 1
-4.54688, 1, 0, 1
-4.53125, 1, 0, 1
-4.51562, 1, 0, 1
-4.5, 1, 0, 1
-4.48438, 1, 0, 1
-4.46875, 1, 0, 1
-4.45312, 1, 0, 1
-4.4375, 1, 0, 1
-4.42188, 1, 0, 1
-4.40625, 1, 0, 1
-4.39062, 1, 0, 1
-4.375, 1, 0, 1
-4.35938, 1, 0, 1
-4.34375, 1, 0, 1
-4.32812, 1, 0, 1
-4.3125, 1, 0, 1
-4.29688, 1, 0, 1
-4.28125, 1, 0, 1
-4.26562, 1, 0, 1
-4.25, 1, 0, 1
-4.23438, 1, 0, 1
-4.21875, 1, 0, 1
-4.20312, 1, 0, 1
-4.1875, 1, 0, 1
-4.17188, 1, 0, 1
-4.15625, 1, 0, 1
-4.14062, 1, 0, 1
-4.125, 1, 0, 1
-4.10938, 1, 0, 1
-4.09375, 1, 0, 1
-4.07812, 1, 0, 1
-4.0625, 1, 0, 1
-4.04688, 1, 0, 1
-4.03125, 1, 0, 1
-4.01562, 1, 0, 1
-4, 1, 0, 1
-3.98438, 1, 0, 1
-3.96875, 1, 0, 1
-3.95312, 1, 0, 1
-3.9375, 1, 0, 1
-3.92188, 1, 0, 1
-3.90625, 1, 0, 1
